id,country,job_role,ai_specialization,experience_level,experience_years,salary_usd,bonus_usd,education_required,industry,company_size,interview_rounds,year,work_mode,weekly_hours,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,offer_acceptance_rate,tax_rate_percent,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
62016,France,Data Analyst,NLP,Entry,1,50080,3513,Bachelor,Healthcare,Large,2,2026,Hybrid,37.5,4.24,36,32.8494417055461,0.507,71,1.1,96.81,8,73.06,17.0,24,23,90,52,40,87,29,66,0.76,63
62018,UK,Data Analyst,Generative AI,Entry,0,45636,3757,Diploma,Energy,Enterprise,2,2020,Remote,45.6,4.06,11,35.10237960626805,0.38,74,5.84,76.34,8,89.36,36.5,20,13,20,71,59,84,12,56,2.14,67
62024,Canada,Data Analyst,Forecasting,Senior,11,88770,15536,Bootcamp,Telecom,Startup,5,2024,Remote,47.8,4.44,13,54.85007615619682,0.076,43,7.39,79.79,13,84.27,34.6,22,16,41,77,40,50,41,11,1.94,60
62025,Japan,Data Analyst,Generative AI,Entry,0,46913,4396,Diploma,Energy,Small,2,2020,Onsite,37.5,3.6,17,48.69626681572716,0.336,49,8.34,88.33,3,84.04,15.0,12,86,80,74,51,86,13,79,1.47,73
62042,Australia,Data Analyst,LLM,Lead,14,95532,19722,Bootcamp,Healthcare,Medium,6,2025,Remote,49.9,4.07,19,59.00803753118007,0.111,67,3.51,62.1,11,94.87,38.1,22,54,11,83,59,59,64,16,1.91,70
62045,Netherlands,Data Analyst,NLP,Entry,1,42713,6053,Bachelor,Healthcare,Startup,3,2024,Remote,40.5,3.86,12,41.27072443301785,0.395,100,2.32,66.61,14,77.45,18.1,25,61,68,57,67,74,75,22,2.23,68
62046,Germany,Data Analyst,NLP,Entry,1,53936,4109,Diploma,Retail,Medium,3,2021,Remote,48.9,3.62,15,40.46575120529617,0.319,55,5.27,50.62,9,78.07,18.9,28,3,96,67,56,59,32,61,0.9,71
62049,Germany,Data Analyst,Forecasting,Lead,14,90192,4628,Bootcamp,Finance,Enterprise,5,2026,Hybrid,43.3,4.48,13,51.42112859019912,0.0,100,4.39,88.66,14,69.44,30.6,14,71,61,99,64,80,29,8,0.59,82
62063,UAE,Data Analyst,Analytics,Senior,10,82622,10400,PhD,Automotive,Enterprise,7,2020,Remote,43.4,4.42,29,29.573476356538144,0.109,69,0.38,53.97,9,88.51,18.0,17,8,41,87,34,82,28,59,0.57,79
62079,UAE,Data Analyst,Analytics,Entry,1,42690,2764,Master,Healthcare,Large,3,2021,Onsite,48.5,4.08,26,61.80850389047488,0.304,65,6.89,46.22,14,55.99,16.6,15,55,65,70,65,59,13,37,0.76,64
62080,Brazil,Data Analyst,LLM,Senior,8,34983,3831,Diploma,Automotive,Large,3,2024,Onsite,44.2,4.26,20,65.96520324436051,0.081,67,5.48,91.43,7,86.1,36.2,23,1,31,87,68,73,33,1,2.07,71
62094,USA,Data Analyst,Computer Vision,Mid,4,79128,12914,Bootcamp,Gaming,Medium,6,2023,Hybrid,46.3,3.61,22,79.38488173031507,0.144,64,5.61,98.98,12,87.87,30.6,10,30,80,78,64,60,23,28,1.27,71
62098,UK,Data Analyst,Forecasting,Lead,16,100053,14564,Bachelor,Consulting,Large,2,2023,Hybrid,40.1,3.57,22,78.26798663114462,0.0,56,4.24,63.02,8,87.23,25.7,20,55,13,83,39,75,43,15,1.06,69
62101,France,Data Analyst,MLOps,Entry,0,47524,6937,Diploma,Finance,Startup,7,2022,Onsite,47.2,4.31,21,35.49568281907533,0.397,84,6.28,81.82,13,60.62,17.5,11,11,21,51,79,61,46,28,0.94,59
62104,Canada,Data Analyst,LLM,Entry,0,54958,10730,Bachelor,Gaming,Medium,2,2020,Onsite,50.9,4.39,16,63.84321268626615,0.327,72,1.56,72.85,11,76.64,28.8,30,56,82,68,54,71,24,82,0.82,60
62105,Germany,Data Analyst,Generative AI,Mid,5,59780,8581,Bootcamp,Education,Medium,5,2022,Onsite,42.0,4.44,25,74.25321854066124,0.057,82,5.04,85.8,5,60.71,35.0,27,67,1,81,64,74,12,47,2.43,75
62139,France,Data Analyst,LLM,Mid,5,65970,6225,Bootcamp,Education,Medium,5,2020,Onsite,37.1,3.25,13,53.98264644090154,0.221,76,0.42,68.78,5,66.89,17.8,27,69,100,69,48,78,13,56,2.45,74
62154,Australia,Data Analyst,MLOps,Mid,5,67404,9626,Diploma,Consulting,Large,2,2023,Onsite,47.6,4.64,14,65.27919411176663,0.272,78,7.23,83.72,4,72.14,21.6,13,59,4,78,69,65,49,58,2.33,68
62161,UK,Data Analyst,Reinforcement Learning,Entry,1,43142,2522,Bachelor,Telecom,Large,2,2020,Onsite,40.4,4.33,14,72.42941729149427,0.354,55,1.54,88.28,12,83.06,29.9,18,88,1,60,31,83,26,75,1.08,78
62166,Netherlands,Data Analyst,LLM,Mid,2,59266,6371,Bachelor,Energy,Small,5,2022,Onsite,41.2,3.26,16,35.925038340074536,0.139,39,0.63,58.78,11,73.87,32.9,26,79,87,76,27,86,27,68,1.83,78
62171,Netherlands,Data Analyst,Generative AI,Senior,10,74238,9116,Bootcamp,Healthcare,Enterprise,3,2022,Onsite,46.0,3.92,17,48.30243903741464,0.078,61,7.11,54.71,5,62.91,12.6,16,13,35,83,59,79,46,63,0.94,66
62177,Japan,Data Analyst,Reinforcement Learning,Lead,18,119511,12506,Bootcamp,Energy,Medium,7,2020,Remote,45.8,3.74,27,38.389790705756425,0.061,90,3.83,84.33,5,62.78,16.4,24,25,38,95,58,67,53,83,2.11,84
62178,France,Data Analyst,MLOps,Entry,0,38736,2482,Bootcamp,Tech,Large,3,2021,Onsite,52.7,4.6,26,36.87964164131431,0.42,69,2.76,79.63,12,87.8,12.7,24,24,60,59,49,47,17,44,1.93,61
62185,Germany,Data Analyst,MLOps,Senior,8,88718,16609,Master,Telecom,Large,3,2023,Onsite,51.2,4.4,27,55.49558890783371,0.004,70,4.6,53.59,5,82.97,15.6,13,49,19,86,44,64,62,56,2.1,75
62188,France,Data Analyst,NLP,Senior,6,58196,4329,PhD,Energy,Small,7,2025,Onsite,47.1,4.12,21,70.6391511597363,0.075,74,1.17,93.03,3,68.88,31.5,17,23,82,79,46,65,25,41,1.8,73
62189,Netherlands,Data Analyst,Generative AI,Lead,17,132415,23201,Master,Healthcare,Enterprise,6,2025,Remote,42.9,3.92,13,29.079127201433096,0.0,90,5.06,54.63,10,79.72,20.1,29,54,32,88,77,71,21,81,2.1,79
62215,USA,Data Analyst,MLOps,Entry,1,74898,4796,Bachelor,Retail,Medium,4,2024,Hybrid,54.1,4.19,23,55.15495363561077,0.373,89,2.37,89.37,7,81.07,38.8,19,65,70,57,58,50,12,26,0.87,76
62221,UK,Data Analyst,Computer Vision,Lead,13,115658,12364,PhD,Gaming,Large,3,2020,Remote,51.9,4.77,10,39.19522816105409,0.175,79,5.49,81.99,12,80.45,34.7,17,43,81,71,67,57,42,54,1.43,68
62225,France,Data Analyst,MLOps,Lead,14,109337,14247,Diploma,Consulting,Small,4,2024,Remote,49.1,4.05,14,49.49135199731971,0.036,55,7.67,80.51,13,76.46,27.2,18,25,50,95,57,73,49,74,1.71,79
62229,India,Data Analyst,Generative AI,Senior,11,32007,3378,Bachelor,Consulting,Enterprise,5,2022,Remote,46.5,4.37,24,21.851990459805023,0.108,64,4.49,74.27,9,83.2,14.7,10,25,52,76,49,73,35,19,1.64,69
62246,UAE,Data Analyst,LLM,Senior,6,54741,9009,Diploma,Telecom,Small,4,2023,Onsite,44.4,3.99,21,41.82742591121794,0.047,61,5.45,74.94,8,61.18,32.8,15,59,8,95,47,64,17,56,1.85,71
62249,Brazil,Data Analyst,Generative AI,Lead,14,52798,9479,Master,Gaming,Medium,5,2020,Onsite,42.8,4.37,14,48.30244651156186,0.1,68,2.16,97.92,12,71.2,20.2,15,27,15,89,42,73,91,78,0.84,76
62256,France,Data Analyst,NLP,Senior,7,60870,3640,PhD,Consulting,Large,2,2022,Onsite,53.6,3.68,19,26.955574187678764,0.026,61,9.34,46.95,6,73.69,36.7,15,52,79,92,52,44,15,27,1.47,73
62257,Canada,Data Analyst,Reinforcement Learning,Mid,2,47524,8752,PhD,Tech,Medium,2,2020,Onsite,49.4,3.48,34,39.50750507078579,0.169,74,5.82,80.03,8,70.53,35.6,30,18,61,72,62,67,33,42,1.07,61
62271,France,Data Analyst,Computer Vision,Mid,3,59653,8094,Master,Automotive,Startup,5,2024,Onsite,46.9,4.65,24,83.79195126692218,0.131,84,7.08,63.74,8,78.86,30.9,12,17,9,71,78,66,50,23,2.05,67
62285,Brazil,Data Analyst,NLP,Entry,0,28000,3690,PhD,Tech,Small,5,2021,Remote,41.3,4.77,35,38.17969857180518,0.456,70,5.24,73.42,9,70.51,13.8,22,72,33,52,57,74,12,60,1.37,65
62293,USA,Data Analyst,MLOps,Mid,2,66472,4005,Bootcamp,Energy,Large,3,2026,Remote,43.7,3.7,28,53.28026581176295,0.291,76,0.87,56.52,6,60.46,36.6,29,36,24,68,42,79,20,47,1.26,75
62302,UK,Data Analyst,Computer Vision,Senior,6,79484,13064,Bachelor,Tech,Enterprise,4,2020,Hybrid,53.1,3.97,24,52.44701719074379,0.077,50,4.78,98.11,13,69.52,30.5,21,34,64,87,53,59,23,15,0.9,68
62303,Australia,Data Analyst,MLOps,Entry,0,46095,6179,PhD,Telecom,Large,7,2026,Hybrid,41.0,3.74,23,48.28807718283095,0.397,77,7.97,92.44,7,69.57,26.7,24,59,93,63,64,78,17,56,1.88,67
62317,UAE,Data Analyst,Reinforcement Learning,Senior,6,51185,8986,Bootcamp,Tech,Small,4,2020,Onsite,49.5,4.19,19,54.06174402675262,0.129,50,7.75,95.92,6,62.4,28.2,21,85,36,84,50,61,75,69,0.55,66
62329,USA,Data Analyst,Reinforcement Learning,Lead,14,128622,6729,Diploma,Education,Enterprise,2,2025,Hybrid,53.8,3.55,14,91.38268211412104,0.081,72,5.89,48.88,12,75.27,34.6,26,6,93,78,58,58,53,6,1.35,66
62336,Germany,Data Analyst,Analytics,Senior,8,80429,17517,Diploma,Energy,Small,3,2021,Onsite,54.5,3.87,5,59.16262655560843,0.007,51,1.08,50.3,11,82.89,32.7,20,63,46,84,33,52,54,37,2.18,70
62337,UAE,Data Analyst,Analytics,Entry,1,42526,3542,Master,Retail,Medium,6,2021,Onsite,45.5,3.78,24,56.68329521103184,0.441,62,6.06,83.38,14,82.37,38.8,10,69,3,60,56,69,34,63,1.82,68
62341,USA,Data Analyst,MLOps,Entry,0,63691,10781,PhD,Retail,Medium,5,2021,Onsite,46.0,4.56,19,19.81090482995937,0.406,73,8.24,62.35,3,90.98,21.4,11,87,10,70,58,60,21,2,2.45,64
62353,Japan,Data Analyst,NLP,Mid,4,57764,6280,Diploma,Education,Small,2,2024,Onsite,41.7,3.38,20,44.06619237702476,0.171,86,9.35,66.53,3,60.94,16.8,12,70,47,79,78,70,33,80,1.83,70
62355,Singapore,Data Analyst,LLM,Lead,19,160986,14537,Bachelor,Telecom,Enterprise,3,2020,Hybrid,42.7,3.63,25,58.526263002827065,0.129,71,3.31,94.24,14,94.01,40.6,13,66,12,77,49,75,49,39,2.38,82
62371,Brazil,Data Analyst,NLP,Mid,3,28014,2147,Bootcamp,Consulting,Medium,6,2026,Hybrid,50.2,3.46,14,57.23282858829532,0.217,67,8.77,64.08,12,79.3,40.5,12,38,17,77,71,59,53,51,1.71,69
62400,Germany,Data Analyst,Forecasting,Lead,14,105116,7185,Diploma,Telecom,Medium,7,2026,Onsite,38.2,3.95,20,65.05674204314685,0.181,66,5.98,66.86,3,93.71,17.6,24,70,49,77,55,82,24,54,2.44,84
62406,USA,Data Analyst,Computer Vision,Entry,0,57349,7162,Master,Telecom,Small,3,2023,Remote,45.9,4.41,13,58.164246300784704,0.35,71,6.47,46.84,7,78.57,21.9,12,13,38,66,68,85,45,6,1.88,69
62416,Netherlands,Data Analyst,Generative AI,Senior,7,76199,16479,PhD,Gaming,Medium,3,2021,Onsite,46.8,4.05,26,61.18494146592308,0.036,89,7.89,86.4,4,87.95,38.9,23,31,18,94,84,63,12,93,1.3,69
62418,France,Data Analyst,Generative AI,Entry,1,44927,4700,Bootcamp,Retail,Small,6,2025,Remote,47.5,3.4,20,63.55138254059989,0.326,81,0.93,70.62,7,72.21,12.5,24,29,90,62,47,58,33,93,2.33,55
62427,India,Data Analyst,MLOps,Senior,7,28000,2891,Bachelor,Healthcare,Enterprise,7,2021,Remote,54.4,4.57,17,68.32516553700334,0.032,68,4.91,70.48,7,70.78,25.1,21,13,41,86,53,59,42,97,1.15,65
62429,Australia,Data Analyst,Forecasting,Entry,0,50398,5204,Master,Consulting,Large,3,2025,Hybrid,48.6,3.99,29,60.655894342993726,0.396,79,8.97,54.87,7,75.31,27.3,22,89,7,60,74,70,15,7,0.84,70
62435,Singapore,Data Analyst,NLP,Senior,6,80226,4422,Bootcamp,Tech,Startup,3,2024,Remote,41.1,4.13,21,51.08407779771578,0.006,84,2.39,85.34,6,84.85,29.9,15,55,75,88,57,64,65,81,2.06,76
62440,USA,Data Analyst,Computer Vision,Entry,1,72852,15788,Diploma,Automotive,Small,6,2024,Hybrid,47.7,3.91,26,71.03906487075083,0.426,73,5.83,81.29,13,62.44,39.9,27,70,85,57,58,61,23,97,0.7,66
62442,USA,Data Analyst,Generative AI,Entry,0,49696,6131,PhD,Healthcare,Large,4,2026,Hybrid,44.0,3.69,25,45.35898049812994,0.429,74,8.06,51.28,4,88.42,23.3,10,39,98,60,64,79,24,34,1.98,78
62455,Australia,Data Analyst,LLM,Lead,16,123846,7251,Master,Telecom,Enterprise,7,2020,Onsite,44.7,3.93,17,56.25197946121648,0.029,74,5.61,93.81,14,68.45,41.6,17,45,13,90,50,72,24,6,0.58,64
62458,Australia,Data Analyst,MLOps,Senior,11,81519,12400,Diploma,Energy,Small,7,2020,Hybrid,42.7,4.03,23,63.30823321853313,0.104,62,4.72,57.68,5,66.93,29.0,11,25,60,85,53,91,28,19,1.64,85
62460,UAE,Data Analyst,Reinforcement Learning,Senior,10,64380,6370,Master,Consulting,Large,4,2022,Remote,42.8,4.35,24,79.78312715971069,0.13,72,2.09,93.22,4,84.47,16.8,26,11,93,87,51,73,55,11,1.33,69
62466,Japan,Data Analyst,Forecasting,Mid,4,51882,3241,Bachelor,Energy,Large,3,2023,Hybrid,41.9,4.0,17,72.75922641394287,0.116,78,2.59,67.18,13,57.45,28.6,27,19,66,77,52,72,67,86,2.44,68
62469,Netherlands,Data Analyst,LLM,Senior,10,86489,6829,Master,Telecom,Large,6,2024,Onsite,39.0,3.73,26,30.0937255074136,0.083,46,8.69,99.72,13,86.8,35.1,16,71,19,79,47,83,43,14,1.05,70
62470,Germany,Data Analyst,MLOps,Mid,3,60200,9313,Master,Finance,Small,6,2022,Remote,39.5,4.14,11,63.08825972312967,0.171,58,5.79,64.1,3,80.28,40.0,28,92,79,71,51,79,45,83,2.48,67
62475,Australia,Data Analyst,LLM,Senior,8,79204,10114,Master,Retail,Enterprise,4,2025,Onsite,44.0,4.29,13,61.3683814491517,0.038,69,6.38,60.53,4,92.44,14.2,13,89,65,83,69,75,18,57,1.31,76
62499,Netherlands,Data Analyst,Reinforcement Learning,Senior,10,87957,15225,Bachelor,Tech,Startup,7,2020,Onsite,45.3,3.57,14,55.92903455169912,0.129,67,6.53,46.24,7,91.96,30.0,23,55,47,75,63,74,53,44,1.45,82
62503,Japan,Data Analyst,Generative AI,Entry,1,42219,5989,Bootcamp,Retail,Startup,3,2021,Onsite,38.2,4.79,6,11.924625962304248,0.37,70,5.09,68.42,10,72.48,26.8,28,7,79,52,59,63,24,52,1.38,59
62504,Australia,Data Analyst,Computer Vision,Entry,1,48417,5257,Bachelor,Energy,Large,5,2025,Remote,45.1,4.34,22,75.42738572296187,0.453,52,3.94,76.49,7,78.74,38.7,16,70,49,63,40,75,12,17,1.84,65
62505,Brazil,Data Analyst,Computer Vision,Entry,1,28000,4548,PhD,Consulting,Medium,4,2023,Onsite,43.4,4.5,15,92.45940945197718,0.388,67,2.68,50.95,7,58.43,22.8,14,38,52,62,42,79,24,63,2.0,72
62508,UAE,Data Analyst,Forecasting,Mid,5,63923,9469,Diploma,Telecom,Enterprise,4,2021,Hybrid,48.7,3.78,20,37.42114565360056,0.168,65,8.45,86.46,6,56.52,19.5,17,47,61,78,63,68,36,85,1.68,69
62515,UK,Data Analyst,LLM,Mid,5,53640,3278,Bootcamp,Automotive,Enterprise,6,2023,Onsite,43.5,4.08,16,33.50578330300225,0.115,77,1.5,66.47,5,88.74,20.1,23,11,74,90,55,74,36,2,1.61,74
62520,UK,Data Analyst,NLP,Mid,3,56632,6368,Master,Energy,Medium,2,2022,Hybrid,54.6,3.36,6,61.49183308088308,0.168,67,0.72,63.52,7,65.51,32.4,12,50,89,76,37,46,19,12,1.58,58
62521,UK,Data Analyst,Analytics,Lead,17,103523,12183,Diploma,Telecom,Startup,7,2021,Hybrid,39.5,3.42,27,67.08921320294726,0.052,61,3.52,48.13,8,62.69,31.6,28,3,13,70,41,66,71,24,1.78,61
62552,Japan,Data Analyst,Analytics,Mid,4,55792,3804,Master,Energy,Enterprise,7,2024,Hybrid,54.5,4.12,19,36.88064251351376,0.188,47,7.74,83.3,8,59.96,34.6,11,61,44,76,62,71,19,31,1.34,62
62557,USA,Data Analyst,Reinforcement Learning,Mid,3,65310,6125,Bachelor,Automotive,Startup,5,2024,Onsite,40.2,4.1,18,57.83512132527167,0.17,95,4.9,71.69,5,84.96,30.2,24,73,58,57,67,78,50,58,1.29,69
62560,Germany,Data Analyst,MLOps,Senior,8,80031,17551,PhD,Automotive,Enterprise,6,2024,Remote,36.9,4.04,19,18.05904396772617,0.104,55,5.24,84.08,5,65.01,31.7,18,78,60,88,49,87,18,49,1.81,86
62572,Germany,Data Analyst,Analytics,Lead,19,126134,15315,Bootcamp,Tech,Startup,7,2026,Onsite,42.0,4.58,16,43.44601341449699,0.118,79,8.19,68.52,13,80.66,28.2,26,29,75,75,77,76,46,72,0.86,79
62575,Germany,Data Analyst,NLP,Lead,14,102281,14741,Bachelor,Tech,Medium,6,2023,Remote,44.3,3.94,22,43.66797739222374,0.121,89,1.46,83.27,9,73.44,29.5,17,53,78,86,62,67,52,38,2.06,69
62585,Canada,Data Analyst,Computer Vision,Lead,18,130198,13958,PhD,Telecom,Large,2,2023,Remote,41.7,4.2,7,60.68667285976943,0.018,74,0.86,89.4,4,93.81,39.3,24,63,50,94,46,86,67,89,1.45,87
62587,Australia,Data Analyst,Computer Vision,Entry,1,49856,3583,Bootcamp,Energy,Large,6,2026,Hybrid,48.6,4.43,31,38.26226959301498,0.319,76,7.87,56.63,13,58.27,19.3,16,84,21,66,74,64,38,43,1.3,70
62591,France,Data Analyst,Computer Vision,Entry,1,47674,9547,Bachelor,Consulting,Startup,4,2025,Hybrid,49.7,4.18,28,31.386702921538767,0.402,76,0.34,76.51,3,67.31,17.6,28,34,32,51,46,57,57,75,0.66,59
62639,Canada,Data Analyst,Generative AI,Senior,10,102768,15751,Bachelor,Automotive,Enterprise,3,2020,Hybrid,36.0,4.56,8,84.63080381858174,0.131,77,8.35,52.75,14,61.76,19.0,19,12,57,78,71,98,26,64,0.7,89
62646,Netherlands,Data Analyst,Forecasting,Senior,7,68460,6237,Diploma,Healthcare,Startup,3,2023,Hybrid,46.2,3.44,17,40.02226915026854,0.071,65,5.48,53.52,8,61.32,19.0,11,56,85,68,49,52,43,52,1.44,68
62662,Japan,Data Analyst,MLOps,Entry,1,43960,5691,PhD,Tech,Startup,2,2025,Hybrid,42.8,3.38,8,48.623691630690686,0.354,76,6.69,56.8,5,94.01,31.4,25,72,39,50,64,80,56,91,2.47,61
62663,Brazil,Data Analyst,Generative AI,Lead,13,50963,9253,PhD,Telecom,Medium,2,2023,Hybrid,44.6,4.37,9,62.55388646026165,0.011,60,2.96,55.27,11,79.62,21.7,24,51,40,88,41,63,46,4,2.27,68
62665,France,Data Analyst,Reinforcement Learning,Senior,8,59721,6222,Bachelor,Gaming,Small,2,2023,Hybrid,47.7,3.47,24,21.45122300631843,0.055,56,4.85,63.01,4,67.33,20.1,14,98,23,82,51,59,45,59,1.79,74
62689,USA,Data Analyst,MLOps,Mid,5,97951,10790,Diploma,Consulting,Medium,5,2023,Hybrid,51.1,3.25,18,63.65365640320843,0.118,73,2.82,53.08,9,58.83,20.3,13,58,88,77,57,59,13,59,0.64,65
62696,India,Data Analyst,Computer Vision,Lead,18,40705,4482,PhD,Retail,Enterprise,5,2021,Onsite,42.3,3.89,15,53.76565551800567,0.0,92,4.75,78.2,12,83.8,18.3,22,1,65,92,75,89,30,18,1.52,74
62697,Australia,Data Analyst,Computer Vision,Mid,2,56953,5807,PhD,Tech,Medium,3,2022,Remote,42.9,4.77,14,65.37934532690997,0.08,67,5.59,59.17,13,65.13,31.8,16,49,20,81,59,70,33,27,1.58,69
62702,France,Data Analyst,MLOps,Lead,19,120323,12907,Bachelor,Education,Enterprise,2,2023,Onsite,42.7,4.25,7,79.07397028957813,0.102,49,0.69,53.8,11,81.49,41.6,24,86,90,84,38,77,47,89,2.12,78
62705,Australia,Data Analyst,Forecasting,Mid,5,74640,9364,Diploma,Finance,Medium,2,2021,Hybrid,39.4,3.99,9,70.66079229227819,0.164,45,8.69,48.23,9,87.12,28.0,18,81,68,81,46,77,58,28,2.33,68
62706,India,Data Analyst,Reinforcement Learning,Mid,4,28000,3925,Diploma,Consulting,Enterprise,3,2022,Remote,44.9,3.38,14,31.64762559150101,0.194,53,5.92,98.31,6,63.89,24.8,12,62,81,80,53,82,38,48,1.09,71
62724,Japan,Data Analyst,Reinforcement Learning,Senior,10,90533,5824,PhD,Healthcare,Enterprise,7,2024,Hybrid,43.9,3.24,18,72.97815297162352,0.086,44,6.75,88.87,3,75.74,34.2,29,10,47,82,48,73,30,72,2.31,76
62730,USA,Data Analyst,Generative AI,Entry,0,50220,7757,PhD,Telecom,Small,7,2021,Onsite,49.2,3.37,25,73.7742852016568,0.319,87,5.02,76.11,14,73.66,16.2,10,57,74,75,67,57,41,39,0.78,62
62738,Singapore,Data Analyst,MLOps,Mid,5,86385,18028,Diploma,Finance,Startup,5,2023,Remote,40.2,4.73,18,63.77283307645162,0.208,60,7.24,97.75,14,81.23,32.7,19,31,41,63,57,76,87,32,0.96,71
62747,Singapore,Data Analyst,Computer Vision,Senior,11,98733,19292,PhD,Consulting,Enterprise,6,2020,Hybrid,45.5,4.77,9,76.47051051893625,0.05,70,5.3,82.18,9,93.03,28.3,27,39,34,99,61,91,39,40,1.01,78
62758,India,Data Analyst,Computer Vision,Senior,8,35712,7803,PhD,Tech,Large,2,2026,Remote,48.7,3.59,28,91.20874657505146,0.107,68,5.27,90.43,11,70.42,39.2,17,29,56,91,59,63,63,25,1.66,71
62763,Brazil,Data Analyst,Reinforcement Learning,Entry,1,29187,5710,Diploma,Retail,Enterprise,5,2025,Onsite,36.3,3.84,21,30.420388374243803,0.328,65,3.88,67.2,4,74.72,34.0,19,10,23,66,55,93,44,51,1.93,75
62772,Australia,Data Analyst,Analytics,Mid,2,53984,6683,Master,Consulting,Medium,3,2025,Remote,49.4,4.43,24,24.20150202653432,0.179,46,8.28,89.26,4,66.87,27.8,10,17,87,75,62,58,46,74,2.05,64
62773,Canada,Data Analyst,Forecasting,Entry,1,56558,4952,Master,Education,Large,4,2021,Remote,40.2,3.25,15,48.31564588513048,0.364,85,7.41,59.51,6,64.71,30.1,14,41,43,65,68,86,44,3,1.99,68
62786,Canada,Data Analyst,LLM,Mid,5,59941,5945,Master,Gaming,Large,5,2022,Onsite,54.0,3.34,30,67.64745556690416,0.196,63,7.89,57.38,6,87.78,29.7,14,7,76,81,58,54,16,63,0.81,63
62787,Germany,Data Analyst,LLM,Lead,12,82220,5939,Master,Gaming,Small,4,2024,Remote,45.9,4.39,19,52.09866492390773,0.08,67,4.5,84.72,12,64.02,39.1,16,23,2,91,55,76,30,19,0.82,76
62792,UAE,Data Analyst,MLOps,Lead,14,110326,20148,Bachelor,Automotive,Startup,2,2022,Remote,50.6,4.73,6,36.92484099819801,0.021,76,5.3,86.7,6,79.33,19.7,12,7,26,76,52,57,78,2,1.14,81
62798,Brazil,Data Analyst,MLOps,Lead,15,45559,6792,Diploma,Gaming,Small,3,2021,Hybrid,41.8,4.31,15,88.51477873556779,0.095,100,4.18,91.31,9,94.51,30.4,10,56,80,93,66,81,45,42,2.47,71
62804,France,Data Analyst,Generative AI,Senior,8,85277,6396,PhD,Retail,Medium,6,2023,Remote,49.2,4.34,9,69.91923761579353,0.11,73,4.77,53.13,12,65.49,39.9,30,18,6,87,54,82,56,38,1.94,71
62808,USA,Data Analyst,Analytics,Mid,3,87010,9118,Diploma,Healthcare,Medium,4,2024,Hybrid,50.2,3.64,27,58.42527234899639,0.177,59,2.23,52.07,11,62.09,14.9,27,94,5,71,47,65,27,49,0.85,79
62812,Brazil,Data Analyst,LLM,Mid,2,29148,5143,Bachelor,Healthcare,Enterprise,3,2026,Onsite,49.4,3.77,16,53.876919118480366,0.17,85,2.79,64.18,5,79.31,17.1,13,51,31,73,65,74,16,42,2.41,70
62815,UK,Data Analyst,Generative AI,Entry,1,45282,5995,Master,Gaming,Medium,2,2026,Onsite,46.5,3.94,3,54.34057579377031,0.424,73,4.05,76.05,13,83.4,19.7,21,93,73,61,53,57,19,7,1.33,72
62819,Australia,Data Analyst,Reinforcement Learning,Entry,0,40628,7490,Bootcamp,Energy,Large,5,2026,Remote,47.8,3.24,18,39.04350665825635,0.396,84,7.76,84.69,8,79.51,14.9,17,10,20,67,62,61,24,7,1.17,57
62823,Germany,Data Analyst,Reinforcement Learning,Entry,1,46826,3488,Master,Education,Small,7,2023,Hybrid,51.1,4.56,19,59.75262939467082,0.404,70,5.09,50.2,14,81.47,25.1,19,25,1,51,62,59,38,46,1.48,73
62824,Australia,Data Analyst,Forecasting,Lead,16,134115,27474,Master,Retail,Startup,2,2021,Remote,49.2,4.39,24,59.22721704700302,0.019,100,4.75,61.85,7,71.65,20.2,10,30,1,70,78,58,87,27,0.97,77
62833,Canada,Data Analyst,MLOps,Mid,4,75108,14947,Bachelor,Retail,Enterprise,3,2022,Remote,48.7,3.45,4,57.42899726968706,0.126,78,7.48,92.45,3,61.12,30.9,10,53,100,67,67,57,19,14,1.73,65
62836,UAE,Data Analyst,Forecasting,Senior,7,63426,4607,PhD,Finance,Small,3,2024,Hybrid,51.6,3.36,13,33.718343126780425,0.101,71,1.83,68.96,4,79.22,14.2,24,48,45,91,57,53,31,66,0.97,72
62859,Australia,Data Analyst,Generative AI,Lead,13,122542,14294,PhD,Education,Small,6,2020,Onsite,48.7,4.16,12,63.351955277754456,0.116,74,6.03,56.06,13,81.43,19.2,25,16,18,85,61,55,65,89,2.06,69
62871,UAE,Data Analyst,LLM,Senior,6,73537,11768,Diploma,Telecom,Large,3,2023,Hybrid,44.5,3.84,18,72.68313537444062,0.058,84,4.77,78.03,3,82.52,24.3,25,79,97,86,73,75,12,98,0.88,67
62876,USA,Data Analyst,Generative AI,Mid,5,84157,16985,PhD,Finance,Medium,5,2026,Remote,45.2,3.59,16,57.9740361409543,0.205,70,9.22,51.29,3,91.55,18.0,10,18,16,75,69,68,41,47,0.97,73
62882,Australia,Data Analyst,MLOps,Lead,14,129742,20308,PhD,Automotive,Medium,6,2021,Hybrid,43.1,3.64,12,61.32049553734384,0.025,71,9.26,52.7,8,94.8,26.1,26,90,37,93,72,72,30,45,1.59,78
